GEOID,NAME,variable,estimate,moe,High_Error
0103556,"Babbie town, Alabama",B01001_001,575,160,FALSE
0103676,"Baileyton town, Alabama",B01001_001,982,332,TRUE
0103724,"Bakerhill town, Alabama",B01001_001,245,131,TRUE
0103820,"Ballplay CDP, Alabama",B01001_001,1181,338,FALSE
0103940,"Banks town, Alabama",B01001_001,302,158,TRUE
0104660,"Bay Minette city, Alabama",B01001_001,8159,24,FALSE
0104684,"Bayou La Batre city, Alabama",B01001_001,2215,527,FALSE
0104852,"Bear Creek town, Alabama",B01001_001,1549,515,TRUE
0104900,"Beatrice town, Alabama",B01001_001,175,90,TRUE
0104948,"Beaverton town, Alabama",B01001_001,187,80,TRUE
0105140,"Belgreen CDP, Alabama",B01001_001,30,34,TRUE
0105164,"Belk town, Alabama",B01001_001,347,172,TRUE
0105188,"Bellamy CDP, Alabama",B01001_001,113,101,TRUE
0105212,"Belle Fontaine CDP, Alabama",B01001_001,699,291,TRUE
0105692,"Benton town, Alabama",B01001_001,27,21,TRUE
0105812,"Berlin town, Alabama",B01001_001,532,214,TRUE
0105932,"Berry town, Alabama",B01001_001,983,243,FALSE
0105980,"Bessemer city, Alabama",B01001_001,25890,43,FALSE
0106460,"Billingsley town, Alabama",B01001_001,64,28,TRUE
0107000,"Birmingham city, Alabama",B01001_001,200431,577,FALSE
0107120,"Black town, Alabama",B01001_001,423,300,TRUE
0107456,"Blountsville town, Alabama",B01001_001,1837,448,FALSE
0107588,"Blue Ridge CDP, Alabama",B01001_001,1282,290,FALSE
0107672,"Blue Springs town, Alabama",B01001_001,106,53,TRUE
0107912,"Boaz city, Alabama",B01001_001,10248,607,FALSE
0108104,"Boligee town, Alabama",B01001_001,271,163,TRUE
0108248,"Bon Air town, Alabama",B01001_001,58,45,TRUE
0108272,"Bon Secour CDP, Alabama",B01001_001,2791,1293,TRUE
0108680,"Boykin CDP, Alabama",B01001_001,305,180,TRUE
0109016,"Brantley town, Alabama",B01001_001,927,231,FALSE
0109064,"Brantleyville CDP, Alabama",B01001_001,716,227,FALSE
0109136,"Brent city, Alabama",B01001_001,2994,13,FALSE
0109208,"Brewton city, Alabama",B01001_001,5257,34,FALSE
0109328,"Bridgeport city, Alabama",B01001_001,2366,345,FALSE
0109400,"Brighton city, Alabama",B01001_001,2983,623,FALSE
0109424,"Brilliant town, Alabama",B01001_001,1145,331,FALSE
0109457,"Bristow Cove CDP, Alabama",B01001_001,219,153,TRUE
0109500,"Brook Highland CDP, Alabama",B01001_001,8008,726,FALSE
0109736,"Brookside town, Alabama",B01001_001,1157,327,FALSE
0109808,"Brookwood town, Alabama",B01001_001,2420,489,FALSE
0109880,"Broomtown CDP, Alabama",B01001_001,211,113,TRUE
0110240,"Brundidge city, Alabama",B01001_001,2309,401,FALSE
0110456,"Bucks CDP, Alabama",B01001_001,20,30,TRUE
0111032,"Butler town, Alabama",B01001_001,2428,406,FALSE
0111416,"Calera city, Alabama",B01001_001,16644,38,FALSE
0111488,"Calvert CDP, Alabama",B01001_001,70,108,TRUE
0111512,"Camden city, Alabama",B01001_001,2149,433,FALSE
0111680,"Camp Hill town, Alabama",B01001_001,1321,408,FALSE
0112016,"Carbon Hill city, Alabama",B01001_001,1472,303,FALSE
0112040,"Cardiff town, Alabama",B01001_001,26,19,TRUE
0112070,"Carlisle-Rockledge CDP, Alabama",B01001_001,2232,529,FALSE
0112112,"Carlton CDP, Alabama",B01001_001,57,61,TRUE
0112160,"Carolina town, Alabama",B01001_001,279,101,TRUE
0112304,"Carrollton town, Alabama",B01001_001,1043,238,FALSE
0112496,"Castleberry town, Alabama",B01001_001,350,195,TRUE
0112544,"Catherine CDP, Alabama",B01001_001,0,13,TRUE
0112760,"Cedar Bluff town, Alabama",B01001_001,1672,294,FALSE
0113264,"Center Point city, Alabama",B01001_001,16279,35,FALSE
0113648,"Centre city, Alabama",B01001_001,3609,21,FALSE
0113672,"Centreville city, Alabama",B01001_001,2782,17,FALSE
0114008,"Chatom town, Alabama",B01001_001,702,203,FALSE
0114104,"Chelsea city, Alabama",B01001_001,15201,30,FALSE
0114152,"Cherokee town, Alabama",B01001_001,890,234,FALSE
0114392,"Chickasaw city, Alabama",B01001_001,6398,26,FALSE
0114464,"Childersburg city, Alabama",B01001_001,4743,17,FALSE
0114728,"Choccolocco CDP, Alabama",B01001_001,2776,628,FALSE
0114968,"Chunchula CDP, Alabama",B01001_001,152,153,TRUE
0115064,"Citronelle city, Alabama",B01001_001,3930,16,FALSE
0115136,"Clanton city, Alabama",B01001_001,8776,30,FALSE
0115256,"Clay city, Alabama",B01001_001,10315,45,FALSE
0115304,"Clayhatchee town, Alabama",B01001_001,427,132,FALSE
0115376,"Clayton town, Alabama",B01001_001,2230,212,FALSE
0115472,"Cleveland town, Alabama",B01001_001,1252,269,FALSE
0115640,"Clio city, Alabama",B01001_001,1415,489,TRUE
0116000,"Coaling town, Alabama",B01001_001,2203,608,FALSE
0116080,"Coats Bend CDP, Alabama",B01001_001,1353,352,FALSE
0116240,"Coffee Springs town, Alabama",B01001_001,196,106,TRUE
0116264,"Coffeeville town, Alabama",B01001_001,216,95,TRUE
0116312,"Coker town, Alabama",B01001_001,1006,322,FALSE
0116600,"Collinsville town, Alabama",B01001_001,2036,518,FALSE
0116684,"Colony town, Alabama",B01001_001,257,103,TRUE
0116744,"Columbia town, Alabama",B01001_001,805,370,TRUE
0116768,"Columbiana city, Alabama",B01001_001,4552,38,FALSE
0116936,"Concord CDP, Alabama",B01001_001,1698,428,FALSE
0117176,"Coosada town, Alabama",B01001_001,1088,223,FALSE
0117368,"Cordova city, Alabama",B01001_001,1971,343,FALSE
0117704,"Cottondale CDP, Alabama",B01001_001,3211,858,FALSE
0117824,"Cottonwood town, Alabama",B01001_001,1244,174,FALSE
0117968,"County Line town, Alabama",B01001_001,278,136,TRUE
0118040,"Courtland town, Alabama",B01001_001,769,279,TRUE
0118088,"Cowarts town, Alabama",B01001_001,2174,304,FALSE
0118304,"Creola city, Alabama",B01001_001,2428,519,FALSE
0118856,"Crossville town, Alabama",B01001_001,2043,277,FALSE
0118952,"Cuba town, Alabama",B01001_001,327,119,TRUE
0118976,"Cullman city, Alabama",B01001_001,18434,30,FALSE
0119024,"Cullomburg CDP, Alabama",B01001_001,238,186,TRUE
0119216,"Cusseta town, Alabama",B01001_001,140,91,TRUE
0119336,"Dadeville city, Alabama",B01001_001,3062,20,FALSE
0119360,"Daleville city, Alabama",B01001_001,4901,18,FALSE
0119648,"Daphne city, Alabama",B01001_001,27861,28,FALSE
0119744,"Dauphin Island town, Alabama",B01001_001,1793,374,FALSE
0119816,"Daviston town, Alabama",B01001_001,245,126,TRUE
0119912,"Dayton town, Alabama",B01001_001,67,94,TRUE
0120008,"Deatsville town, Alabama",B01001_001,2514,561,FALSE
0120104,"Decatur city, Alabama",B01001_001,57525,89,FALSE
0120152,"Deer Park CDP, Alabama",B01001_001,83,77,TRUE
0120272,"Delta CDP, Alabama",B01001_001,130,130,TRUE
0120296,"Demopolis city, Alabama",B01001_001,7080,37,FALSE
0120392,"Detroit town, Alabama",B01001_001,300,138,TRUE
0120955,"Dodge City town, Alabama",B01001_001,527,168,FALSE
0121136,"Dora city, Alabama",B01001_001,2718,550,FALSE
0121184,"Dothan city, Alabama",B01001_001,70699,419,FALSE
0121280,"Double Springs town, Alabama",B01001_001,1361,353,FALSE
0121328,"Douglas town, Alabama",B01001_001,1001,240,FALSE
0121448,"Dozier town, Alabama",B01001_001,502,300,TRUE
0121890,"Dunnavant CDP, Alabama",B01001_001,1134,434,TRUE
0121952,"Dutton town, Alabama",B01001_001,451,163,TRUE
0122088,"Eagle Point CDP, Alabama",B01001_001,2746,338,FALSE
0122216,"East Brewton city, Alabama",B01001_001,3215,726,FALSE
0122504,"East Point CDP, Alabama",B01001_001,339,313,TRUE
0122816,"Eclectic town, Alabama",B01001_001,1108,357,FALSE
0123032,"Edgewater CDP, Alabama",B01001_001,793,446,TRUE
0123176,"Edwardsville town, Alabama",B01001_001,225,118,TRUE
0123224,"Egypt CDP, Alabama",B01001_001,1282,477,TRUE
0123296,"Elba city, Alabama",B01001_001,3463,23,FALSE
0123320,"Elberta town, Alabama",B01001_001,2140,488,FALSE
0123344,"Eldridge town, Alabama",B01001_001,93,45,TRUE
0123488,"Elkmont town, Alabama",B01001_001,321,122,TRUE
0123656,"Elmore town, Alabama",B01001_001,1573,508,FALSE
0123872,"Emelle town, Alabama",B01001_001,74,87,TRUE
0123880,"Emerald Mountain CDP, Alabama",B01001_001,3569,1029,FALSE
0124184,"Enterprise city, Alabama",B01001_001,28513,171,FALSE
0124256,"Epes town, Alabama",B01001_001,579,298,TRUE
0124280,"Equality CDP, Alabama",B01001_001,107,78,TRUE
0124472,"Ethelsville town, Alabama",B01001_001,85,56,TRUE
0124568,"Eufaula city, Alabama",B01001_001,12746,28,FALSE
0124616,"Eunola CDP, Alabama",B01001_001,129,101,TRUE
0124664,"Eutaw town, Alabama",B01001_001,2890,10,FALSE
0124688,"Eva town, Alabama",B01001_001,733,259,TRUE
0124808,"Evergreen city, Alabama",B01001_001,3497,18,FALSE
0124880,"Excel town, Alabama",B01001_001,473,178,TRUE
0125120,"Fairfield city, Alabama",B01001_001,9975,23,FALSE
0125216,"Fairford CDP, Alabama",B01001_001,187,172,TRUE
0125240,"Fairhope city, Alabama",B01001_001,22605,34,FALSE
0125384,"Fairview town, Alabama",B01001_001,681,260,TRUE
0125648,"Falkville town, Alabama",B01001_001,1422,292,FALSE
0125816,"Faunsdale town, Alabama",B01001_001,136,123,TRUE
0125840,"Fayette city, Alabama",B01001_001,4266,17,FALSE
0125864,"Fayetteville CDP, Alabama",B01001_001,1222,380,FALSE
0126152,"Fitzpatrick CDP, Alabama",B01001_001,0,13,TRUE
0126200,"Five Points town, Alabama",B01001_001,155,121,TRUE
0126824,"Flomaton town, Alabama",B01001_001,1606,450,FALSE
0126848,"Florala town, Alabama",B01001_001,1745,388,FALSE
0126896,"Florence city, Alabama",B01001_001,40781,50,FALSE
0126992,"Foley city, Alabama",B01001_001,21113,27,FALSE
0127088,"Forestdale CDP, Alabama",B01001_001,9138,997,FALSE
0127376,"Forkland town, Alabama",B01001_001,995,447,TRUE
0127520,"Fort Deposit town, Alabama",B01001_001,1734,439,FALSE
0127616,"Fort Payne city, Alabama",B01001_001,14815,33,FALSE
0127640,"Fort Rucker CDP, Alabama",B01001_001,5422,394,FALSE
0128024,"Franklin town, Alabama",B01001_001,773,245,FALSE
0128120,"Fredonia CDP, Alabama",B01001_001,232,173,TRUE
0128312,"Frisco City town, Alabama",B01001_001,1656,500,FALSE
0128408,"Fruitdale CDP, Alabama",B01001_001,121,105,TRUE
0128432,"Fruithurst town, Alabama",B01001_001,426,338,TRUE
0128504,"Fulton town, Alabama",B01001_001,437,218,TRUE
0128552,"Fultondale city, Alabama",B01001_001,9756,53,FALSE
0128672,"Fyffe town, Alabama",B01001_001,1232,404,FALSE
0128696,"Gadsden city, Alabama",B01001_001,33881,32,FALSE
0128768,"Gainesville town, Alabama",B01001_001,276,165,TRUE
0128816,"Gallant CDP, Alabama",B01001_001,1111,354,FALSE
0128936,"Gantt town, Alabama",B01001_001,222,102,TRUE
0129032,"Garden City town, Alabama",B01001_001,598,185,FALSE
0129056,"Gardendale city, Alabama",B01001_001,16051,31,FALSE
0129296,"Gaylesville town, Alabama",B01001_001,164,106,TRUE
0129392,"Geiger town, Alabama",B01001_001,286,131,TRUE
0129464,"Geneva city, Alabama",B01001_001,4235,22,FALSE
0129560,"Georgiana town, Alabama",B01001_001,1423,376,FALSE
0129608,"Geraldine town, Alabama",B01001_001,1122,316,FALSE
0129704,"Gilbertown town, Alabama",B01001_001,809,256,FALSE
0129944,"Glen Allen town, Alabama",B01001_001,396,194,TRUE
0129992,"Glencoe city, Alabama",B01001_001,5343,17,FALSE
0130160,"Glenwood town, Alabama",B01001_001,197,80,TRUE
0130448,"Goldville town, Alabama",B01001_001,79,45,TRUE
0130496,"Good Hope city, Alabama",B01001_001,2502,19,FALSE
0130640,"Goodwater town, Alabama",B01001_001,1117,274,FALSE
0130736,"Gordo town, Alabama",B01001_001,1874,353,FALSE
0130760,"Gordon town, Alabama",B01001_001,356,133,TRUE
0130808,"Gordonville town, Alabama",B01001_001,287,132,TRUE
0130880,"Goshen town, Alabama",B01001_001,447,215,TRUE
0131000,"Graham CDP, Alabama",B01001_001,66,71,TRUE
0131024,"Grand Bay CDP, Alabama",B01001_001,3607,553,FALSE
0131096,"Grant town, Alabama",B01001_001,1667,499,FALSE
0131348,"Grayson Valley CDP, Alabama",B01001_001,5696,1313,FALSE
0131384,"Graysville city, Alabama",B01001_001,2700,588,FALSE
0131720,"Greensboro city, Alabama",B01001_001,2417,612,FALSE
0131912,"Greenville city, Alabama",B01001_001,7326,24,FALSE
0132056,"Grimes town, Alabama",B01001_001,529,180,TRUE
0132080,"Grove Hill town, Alabama",B01001_001,1995,430,FALSE
0132224,"Guin city, Alabama",B01001_001,2636,334,FALSE
0132248,"Gulfcrest CDP, Alabama",B01001_001,58,55,TRUE
0132272,"Gulf Shores city, Alabama",B01001_001,15178,30,FALSE
0132416,"Guntersville city, Alabama",B01001_001,8644,41,FALSE
0132440,"Gurley town, Alabama",B01001_001,580,146,FALSE
0132536,"Gu-Win town, Alabama",B01001_001,134,70,TRUE
0132560,"Hackleburg town, Alabama",B01001_001,1463,344,FALSE
0132584,"Hackneyville CDP, Alabama",B01001_001,594,303,TRUE
0132656,"Haleburg town, Alabama",B01001_001,157,63,TRUE
0132704,"Haleyville city, Alabama",B01001_001,4339,70,FALSE
0132848,"Hamilton city, Alabama",B01001_001,6880,20,FALSE
0132896,"Hammondville town, Alabama",B01001_001,409,121,FALSE
0132968,"Hanceville city, Alabama",B01001_001,3216,14,FALSE
0133064,"Hanover CDP, Alabama",B01001_001,195,145,TRUE
0133256,"Harpersville town, Alabama",B01001_001,1654,343,FALSE
0133424,"Hartford city, Alabama",B01001_001,2660,18,FALSE
0133448,"Hartselle city, Alabama",B01001_001,15414,41,FALSE
0133472,"Harvest CDP, Alabama",B01001_001,6328,892,FALSE
0133544,"Hatton CDP, Alabama",B01001_001,336,307,TRUE
0133640,"Hayden town, Alabama",B01001_001,1579,364,FALSE
0133712,"Hayneville town, Alabama",B01001_001,900,328,TRUE
0133808,"Hazel Green CDP, Alabama",B01001_001,3971,632,FALSE
0133856,"Headland city, Alabama",B01001_001,5027,20,FALSE
0133904,"Heath town, Alabama",B01001_001,264,136,TRUE
0133976,"Heflin city, Alabama",B01001_001,3440,15,FALSE
0134024,"Helena city, Alabama",B01001_001,21036,41,FALSE
0134096,"Henagar city, Alabama",B01001_001,2559,517,FALSE
0134480,"Highland Lake town, Alabama",B01001_001,444,140,FALSE
0134490,"Highland Lakes CDP, Alabama",B01001_001,5628,890,FALSE
0134816,"Hillsboro town, Alabama",B01001_001,559,154,FALSE
0134984,"Hissop CDP, Alabama",B01001_001,121,129,TRUE
0135130,"Hobson CDP, Alabama",B01001_001,132,121,TRUE
0135152,"Hobson City town, Alabama",B01001_001,978,373,TRUE
0135200,"Hodges town, Alabama",B01001_001,315,182,TRUE
0135392,"Hokes Bluff city, Alabama",B01001_001,4449,17,FALSE
0135512,"Hollins CDP, Alabama",B01001_001,421,164,TRUE
0135536,"Hollis Crossroads CDP, Alabama",B01001_001,607,229,TRUE
0135560,"Holly Pond town, Alabama",B01001_001,761,187,FALSE
0135632,"Hollywood town, Alabama",B01001_001,967,235,FALSE
0135704,"Holt CDP, Alabama",B01001_001,3665,970,FALSE
0135752,"Holtville CDP, Alabama",B01001_001,4986,927,FALSE
0135800,"Homewood city, Alabama",B01001_001,27557,42,FALSE
0135896,"Hoover city, Alabama",B01001_001,91995,97,FALSE
0136088,"Horn Hill town, Alabama",B01001_001,251,100,TRUE
0136448,"Hueytown city, Alabama",B01001_001,16655,33,FALSE
0136592,"Huguley CDP, Alabama",B01001_001,3020,482,FALSE
0137000,"Huntsville city, Alabama",B01001_001,215025,162,FALSE
0137096,"Hurtsboro town, Alabama",B01001_001,506,220,TRUE
0137264,"Hytop town, Alabama",B01001_001,544,133,FALSE
0137312,"Ider town, Alabama",B01001_001,626,152,FALSE
0137465,"Indian Springs Village city, Alabama",B01001_001,2341,375,FALSE
0137864,"Irondale city, Alabama",B01001_001,13455,42,FALSE
0138032,"Ivalee CDP, Alabama",B01001_001,688,184,FALSE
0138152,"Jackson city, Alabama",B01001_001,4719,21,FALSE
0138248,"Jacksons' Gap town, Alabama",B01001_001,537,153,FALSE
0138272,"Jacksonville city, Alabama",B01001_001,14227,22,FALSE
0138416,"Jasper city, Alabama",B01001_001,14453,27,FALSE
0138608,"Jemison city, Alabama",B01001_001,2671,33,FALSE
0139064,"Joppa CDP, Alabama",B01001_001,378,258,TRUE
0139280,"Kansas town, Alabama",B01001_001,109,44,TRUE
0139472,"Kellyton town, Alabama",B01001_001,179,129,TRUE
0139520,"Kennedy town, Alabama",B01001_001,427,134,FALSE
0139784,"Killen town, Alabama",B01001_001,1344,325,FALSE
0139856,"Kimberly city, Alabama",B01001_001,4045,24,FALSE
0140072,"Kinsey town, Alabama",B01001_001,2254,322,FALSE
0140096,"Kinston town, Alabama",B01001_001,797,251,FALSE
0140648,"Ladonia CDP, Alabama",B01001_001,4025,791,FALSE
0140672,"La Fayette city, Alabama",B01001_001,2700,32,FALSE
0140888,"Lakeview town, Alabama",B01001_001,91,52,TRUE
0140928,"Lake View town, Alabama",B01001_001,3611,238,FALSE
0141296,"Lanett city, Alabama",B01001_001,6880,27,FALSE
0141368,"Langston town, Alabama",B01001_001,240,81,TRUE
0141968,"Leeds city, Alabama",B01001_001,12292,507,FALSE
0142016,"Leesburg town, Alabama",B01001_001,756,204,FALSE
0142160,"Leighton town, Alabama",B01001_001,734,248,TRUE
0142304,"Leroy CDP, Alabama",B01001_001,1061,326,FALSE
0142352,"Lester town, Alabama",B01001_001,141,75,TRUE
0142472,"Level Plains town, Alabama",B01001_001,1889,442,FALSE
0142640,"Lexington town, Alabama",B01001_001,806,238,FALSE
0142808,"Libertyville town, Alabama",B01001_001,111,60,TRUE
0142928,"Lillian CDP, Alabama",B01001_001,1946,745,TRUE
0143120,"Lincoln city, Alabama",B01001_001,6968,28,FALSE
0143240,"Linden city, Alabama",B01001_001,2070,391,FALSE
0143264,"Lineville city, Alabama",B01001_001,2733,429,FALSE
0143336,"Lipscomb city, Alabama",B01001_001,2390,673,FALSE
0143384,"Lisman town, Alabama",B01001_001,453,165,TRUE
0143648,"Littleville town, Alabama",B01001_001,821,200,FALSE
0143720,"Livingston city, Alabama",B01001_001,3297,17,FALSE
0143744,"Loachapoka town, Alabama",B01001_001,227,89,TRUE
0143816,"Lockhart town, Alabama",B01001_001,313,118,TRUE
0143888,"Locust Fork town, Alabama",B01001_001,1316,313,FALSE
0144160,"Lookout Mountain CDP, Alabama",B01001_001,1287,310,FALSE
0144344,"Louisville town, Alabama",B01001_001,612,198,FALSE
0144536,"Lowndesboro town, Alabama",B01001_001,92,61,TRUE
0144608,"Loxley town, Alabama",B01001_001,3757,46,FALSE
0144728,"Luverne city, Alabama",B01001_001,2728,25,FALSE
0144800,"Lynn town, Alabama",B01001_001,908,286,FALSE
0145040,"McCalla CDP, Alabama",B01001_001,14509,1433,FALSE
0145208,"McDonald Chapel CDP, Alabama",B01001_001,686,517,TRUE
0145316,"Macedonia CDP, Alabama",B01001_001,215,169,TRUE
0145472,"McIntosh town, Alabama",B01001_001,315,163,TRUE
0145496,"McKenzie town, Alabama",B01001_001,711,253,TRUE
0145640,"McMullen town, Alabama",B01001_001,17,21,TRUE
0145784,"Madison city, Alabama",B01001_001,56967,59,FALSE
0145904,"Madrid town, Alabama",B01001_001,259,70,FALSE
0146072,"Magnolia Springs town, Alabama",B01001_001,1325,492,TRUE
0146192,"Malcolm CDP, Alabama",B01001_001,44,62,TRUE
0146264,"Malvern town, Alabama",B01001_001,1926,398,FALSE
0146504,"Maplesville town, Alabama",B01001_001,812,323,TRUE
0146600,"Marbury CDP, Alabama",B01001_001,2126,923,TRUE
0146696,"Margaret town, Alabama",B01001_001,5294,19,FALSE
0146768,"Marion city, Alabama",B01001_001,3128,8,FALSE
0147728,"Maytown town, Alabama",B01001_001,287,97,TRUE
0147740,"Meadowbrook CDP, Alabama",B01001_001,9338,943,FALSE
0147848,"Megargel CDP, Alabama",B01001_001,6,12,TRUE
0148052,"Memphis town, Alabama",B01001_001,23,19,TRUE
0148064,"Mentone town, Alabama",B01001_001,342,106,FALSE
0148112,"Meridianville CDP, Alabama",B01001_001,9528,1051,FALSE
0148376,"Midfield city, Alabama",B01001_001,5159,21,FALSE
0148400,"Midland City town, Alabama",B01001_001,1823,371,FALSE
0148424,"Midway town, Alabama",B01001_001,507,223,TRUE
0148616,"Mignon CDP, Alabama",B01001_001,681,290,TRUE
0148712,"Millbrook city, Alabama",B01001_001,16631,254,FALSE
0148784,"Millerville CDP, Alabama",B01001_001,473,335,TRUE
0148808,"Millport town, Alabama",B01001_001,1288,466,TRUE
0148832,"Millry town, Alabama",B01001_001,563,186,TRUE
0149072,"Minor CDP, Alabama",B01001_001,965,320,TRUE
0150000,"Mobile city, Alabama",B01001_001,186316,59,FALSE
0150192,"Monroeville city, Alabama",B01001_001,5917,24,FALSE
0150312,"Montevallo city, Alabama",B01001_001,7288,24,FALSE
0151000,"Montgomery city, Alabama",B01001_001,199819,82,FALSE
0151096,"Moody city, Alabama",B01001_001,13235,33,FALSE
0151216,"Moores Mill CDP, Alabama",B01001_001,6007,596,FALSE
0151264,"Mooresville town, Alabama",B01001_001,93,62,TRUE
0151456,"Morris town, Alabama",B01001_001,2273,456,FALSE
0151469,"Morrison Crossroads CDP, Alabama",B01001_001,169,146,TRUE
0151520,"Mosses town, Alabama",B01001_001,789,207,FALSE
0151600,"Moulton city, Alabama",B01001_001,3392,18,FALSE
0151648,"Moundville town, Alabama",B01001_001,3173,557,FALSE
0151696,"Mountain Brook city, Alabama",B01001_001,22259,33,FALSE
0152320,"Mount Olive CDP (Coosa County), Alabama",B01001_001,331,192,TRUE
0152344,"Mount Olive CDP (Jefferson County), Alabama",B01001_001,4224,803,FALSE
0152608,"Mount Vernon town, Alabama",B01001_001,1463,361,FALSE
0152680,"Movico CDP, Alabama",B01001_001,47,60,TRUE
0152776,"Mulga town, Alabama",B01001_001,720,133,FALSE
0152848,"Munford town, Alabama",B01001_001,1743,489,FALSE
0153016,"Muscle Shoals city, Alabama",B01001_001,16334,21,FALSE
0153112,"Myrtlewood town, Alabama",B01001_001,107,70,TRUE
0153208,"Nanafalia CDP, Alabama",B01001_001,23,17,TRUE
0153232,"Nances Creek CDP, Alabama",B01001_001,459,247,TRUE
0153256,"Napier Field town, Alabama",B01001_001,430,117,FALSE
0153376,"Natural Bridge town, Alabama",B01001_001,21,15,TRUE
0153400,"Nauvoo town, Alabama",B01001_001,168,108,TRUE
0153448,"Nectar town, Alabama",B01001_001,476,178,TRUE
0153472,"Needham town, Alabama",B01001_001,89,65,TRUE
0153784,"Newbern town, Alabama",B01001_001,310,155,TRUE
0153856,"New Brockton town, Alabama",B01001_001,1282,213,FALSE
0154168,"New Hope city, Alabama",B01001_001,2875,19,FALSE
0154312,"New Market CDP, Alabama",B01001_001,1095,343,FALSE
0154432,"New Site town, Alabama",B01001_001,746,199,FALSE
0154480,"Newton town, Alabama",B01001_001,1528,283,FALSE
0154582,"New Union CDP, Alabama",B01001_001,811,330,TRUE
0154600,"Newville town, Alabama",B01001_001,503,151,FALSE
0154696,"Nixburg CDP, Alabama",B01001_001,410,265,TRUE
0155044,"North Courtland town, Alabama",B01001_001,494,193,TRUE
0155152,"North Johns town, Alabama",B01001_001,144,84,TRUE
0155200,"Northport city, Alabama",B01001_001,30714,37,FALSE
0155440,"Notasulga town, Alabama",B01001_001,966,358,TRUE
0155752,"Oak Grove town, Alabama",B01001_001,930,330,TRUE
0155848,"Oak Hill town, Alabama",B01001_001,19,17,TRUE
0155992,"Oakman town, Alabama",B01001_001,898,278,FALSE
0156400,"Odenville city, Alabama",B01001_001,4873,26,FALSE
0156472,"Ohatchee town, Alabama",B01001_001,988,249,FALSE
0157000,"Oneonta city, Alabama",B01001_001,6925,24,FALSE
0157024,"Onycha town, Alabama",B01001_001,197,99,TRUE
0157048,"Opelika city, Alabama",B01001_001,31361,29,FALSE
0157120,"Opp city, Alabama",B01001_001,6741,39,FALSE
0157144,"Orange Beach city, Alabama",B01001_001,8048,19,FALSE
0157240,"Orrville town, Alabama",B01001_001,151,65,TRUE
0157384,"Our Town CDP, Alabama",B01001_001,738,291,TRUE
0157504,"Owens Cross Roads town, Alabama",B01001_001,2567,21,FALSE
0157576,"Oxford city, Alabama",B01001_001,22019,47,FALSE
0157648,"Ozark city, Alabama",B01001_001,14373,28,FALSE
0157696,"Paint Rock town, Alabama",B01001_001,208,78,TRUE
0157912,"Panola CDP, Alabama",B01001_001,86,126,TRUE
0158272,"Parrish town, Alabama",B01001_001,1433,310,FALSE
0158680,"Pea Ridge CDP, Alabama",B01001_001,807,308,TRUE
0158848,"Pelham city, Alabama",B01001_001,24221,49,FALSE
0158896,"Pell City city, Alabama",B01001_001,13148,23,FALSE
0158968,"Pennington town, Alabama",B01001_001,628,269,TRUE
0159016,"Penton CDP, Alabama",B01001_001,65,63,TRUE
0159064,"Perdido CDP, Alabama",B01001_001,621,254,TRUE
0159088,"Perdido Beach town, Alabama",B01001_001,464,154,TRUE
0159232,"Peterman CDP, Alabama",B01001_001,31,36,TRUE
0159328,"Petrey town, Alabama",B01001_001,47,31,TRUE
0159472,"Phenix City city, Alabama",B01001_001,38413,37,FALSE
0159496,"Phil Campbell town, Alabama",B01001_001,717,257,TRUE
