GEOID,City,State,Race,Units_per_Structure,Population,PopRank,Units,moe,High_Error,Percent,State_Abb,Geography
0683668,Watsonville,California,All,"1, detached",52457,829,8960,690,FALSE,0.565835175244711,CA,"Watsonville, CA"
0683668,Watsonville,California,All,"1, attached",52457,829,1538,331,TRUE,0.09712661825071045,CA,"Watsonville, CA"
0683668,Watsonville,California,All,2,52457,829,386,158,TRUE,0.024376381433533312,CA,"Watsonville, CA"
0683668,Watsonville,California,All,3 or 4,52457,829,996,289,TRUE,0.06289864224818441,CA,"Watsonville, CA"
0683668,Watsonville,California,All,5 to 9,52457,829,843,316,TRUE,0.05323650142090306,CA,"Watsonville, CA"
0683668,Watsonville,California,All,10 to 19,52457,829,624,206,TRUE,0.03940637827597095,CA,"Watsonville, CA"
0683668,Watsonville,California,All,20+,52457,829,1656,415.9627387158614,TRUE,0.10457846542469214,CA,"Watsonville, CA"
0683668,Watsonville,California,All,Alternatives,52457,829,832,227.1255159597882,TRUE,0.0525418377012946,CA,"Watsonville, CA"
0684200,West Covina,California,All,"1, detached",108173,299,21960,606,FALSE,0.6511103863373559,CA,"West Covina, CA"
0684200,West Covina,California,All,"1, attached",108173,299,2932,289,FALSE,0.08693331752008776,CA,"West Covina, CA"
0684200,West Covina,California,All,2,108173,299,275,116,TRUE,0.008153704746938654,CA,"West Covina, CA"
0684200,West Covina,California,All,3 or 4,108173,299,1194,206,FALSE,0.035401903519435465,CA,"West Covina, CA"
0684200,West Covina,California,All,5 to 9,108173,299,967,238,TRUE,0.02867139087378065,CA,"West Covina, CA"
0684200,West Covina,California,All,10 to 19,108173,299,860,198,TRUE,0.02549885848133543,CA,"West Covina, CA"
0684200,West Covina,California,All,20+,108173,299,5295,589.7838587143599,FALSE,0.15699587867287337,CA,"West Covina, CA"
0684200,West Covina,California,All,Alternatives,108173,299,244,80.23091673413684,TRUE,0.007234559848192842,CA,"West Covina, CA"
0684550,Westminster,California,All,"1, detached",90638,398,15955,629,FALSE,0.5548793211379286,CA,"Westminster, CA"
0684550,Westminster,California,All,"1, attached",90638,398,2435,354,FALSE,0.08468387007025109,CA,"Westminster, CA"
0684550,Westminster,California,All,2,90638,398,468,144,TRUE,0.016275996383111915,CA,"Westminster, CA"
0684550,Westminster,California,All,3 or 4,90638,398,1587,353,TRUE,0.055192321068373094,CA,"Westminster, CA"
0684550,Westminster,California,All,5 to 9,90638,398,1115,241,TRUE,0.03877721360506364,CA,"Westminster, CA"
0684550,Westminster,California,All,10 to 19,90638,398,990,212,TRUE,0.03442999234889059,CA,"Westminster, CA"
0684550,Westminster,California,All,20+,90638,398,3237,422.85222004856496,FALSE,0.11257564164985741,CA,"Westminster, CA"
0684550,Westminster,California,All,Alternatives,90638,398,2967,241.54916683772686,FALSE,0.10318564373652361,CA,"Westminster, CA"
0684816,West Sacramento,California,All,"1, detached",54163,797,12841,488,FALSE,0.6430789262820513,CA,"West Sacramento, CA"
0684816,West Sacramento,California,All,"1, attached",54163,797,1093,272,TRUE,0.05473758012820513,CA,"West Sacramento, CA"
0684816,West Sacramento,California,All,2,54163,797,426,200,TRUE,0.021334134615384616,CA,"West Sacramento, CA"
0684816,West Sacramento,California,All,3 or 4,54163,797,753,232,TRUE,0.037710336538461536,CA,"West Sacramento, CA"
0684816,West Sacramento,California,All,5 to 9,54163,797,1090,277,TRUE,0.054587339743589744,CA,"West Sacramento, CA"
0684816,West Sacramento,California,All,10 to 19,54163,797,828,224,TRUE,0.04146634615384615,CA,"West Sacramento, CA"
0684816,West Sacramento,California,All,20+,54163,797,1851,423.49144029130036,TRUE,0.0926983173076923,CA,"West Sacramento, CA"
0684816,West Sacramento,California,All,Alternatives,54163,797,1086,293.64093720052045,TRUE,0.05438701923076923,CA,"West Sacramento, CA"
0685292,Whittier,California,All,"1, detached",86459,426,18619,876,FALSE,0.6490848875719016,CA,"Whittier, CA"
0685292,Whittier,California,All,"1, attached",86459,426,1443,241,FALSE,0.05030503747603277,CA,"Whittier, CA"
0685292,Whittier,California,All,2,86459,426,665,194,TRUE,0.0231828481784905,CA,"Whittier, CA"
0685292,Whittier,California,All,3 or 4,86459,426,1453,257,FALSE,0.05065365173435594,CA,"Whittier, CA"
0685292,Whittier,California,All,5 to 9,86459,426,2178,309,FALSE,0.07592818546278543,CA,"Whittier, CA"
0685292,Whittier,California,All,10 to 19,86459,426,1766,345,FALSE,0.061565278019871016,CA,"Whittier, CA"
0685292,Whittier,California,All,20+,86459,426,2289,369.80129799664036,FALSE,0.07979780373017256,CA,"Whittier, CA"
0685292,Whittier,California,All,Alternatives,86459,426,272,122.18428704215611,TRUE,0.0094823078263901,CA,"Whittier, CA"
0686328,Woodland,California,All,"1, detached",61227,681,14028,558,FALSE,0.64878364628619,CA,"Woodland, CA"
0686328,Woodland,California,All,"1, attached",61227,681,1440,309,TRUE,0.06659883452039589,CA,"Woodland, CA"
0686328,Woodland,California,All,2,61227,681,483,217,TRUE,0.022338359078716123,CA,"Woodland, CA"
0686328,Woodland,California,All,3 or 4,61227,681,1357,383,TRUE,0.06276015169734529,CA,"Woodland, CA"
0686328,Woodland,California,All,5 to 9,61227,681,1241,296,TRUE,0.057395245583202296,CA,"Woodland, CA"
0686328,Woodland,California,All,10 to 19,61227,681,702,228,TRUE,0.032466931828693,CA,"Woodland, CA"
0686328,Woodland,California,All,20+,61227,681,1788,341.2110783664563,FALSE,0.0826935528628249,CA,"Woodland, CA"
0686328,Woodland,California,All,Alternatives,61227,681,583,123.9395013706284,TRUE,0.026963278142632503,CA,"Woodland, CA"
0686832,Yorba Linda,California,All,"1, detached",68035,596,18231,555,FALSE,0.7578251652325726,CA,"Yorba Linda, CA"
0686832,Yorba Linda,California,All,"1, attached",68035,596,2937,384,FALSE,0.12208504801097393,CA,"Yorba Linda, CA"
0686832,Yorba Linda,California,All,2,68035,596,50,25,TRUE,0.0020783971401255354,CA,"Yorba Linda, CA"
0686832,Yorba Linda,California,All,3 or 4,68035,596,910,269,TRUE,0.03782682795028474,CA,"Yorba Linda, CA"
0686832,Yorba Linda,California,All,5 to 9,68035,596,522,161,TRUE,0.021698466142910586,CA,"Yorba Linda, CA"
0686832,Yorba Linda,California,All,10 to 19,68035,596,195,94,TRUE,0.008105748846489588,CA,"Yorba Linda, CA"
0686832,Yorba Linda,California,All,20+,68035,596,806,210.1547049199708,TRUE,0.03350376189882363,CA,"Yorba Linda, CA"
0686832,Yorba Linda,California,All,Alternatives,68035,596,406,187.57931655702342,TRUE,0.016876584777819347,CA,"Yorba Linda, CA"
0686972,Yuba City,California,All,"1, detached",69535,579,16284,567,FALSE,0.6759651307596513,CA,"Yuba City, CA"
0686972,Yuba City,California,All,"1, attached",69535,579,1450,294,TRUE,0.06019095060190951,CA,"Yuba City, CA"
0686972,Yuba City,California,All,2,69535,579,469,164,TRUE,0.019468659194686593,CA,"Yuba City, CA"
0686972,Yuba City,California,All,3 or 4,69535,579,1208,239,FALSE,0.05014528850145288,CA,"Yuba City, CA"
0686972,Yuba City,California,All,5 to 9,69535,579,766,216,TRUE,0.03179742631797426,CA,"Yuba City, CA"
0686972,Yuba City,California,All,10 to 19,69535,579,650,186,TRUE,0.026982150269821502,CA,"Yuba City, CA"
0686972,Yuba City,California,All,20+,69535,579,2257,357.6940033045005,FALSE,0.09369032793690328,CA,"Yuba City, CA"
0686972,Yuba City,California,All,Alternatives,69535,579,1006,205.30221625691235,TRUE,0.04176006641760066,CA,"Yuba City, CA"
0687042,Yucaipa,California,All,"1, detached",54428,791,13449,533,FALSE,0.688809218950064,CA,"Yucaipa, CA"
0687042,Yucaipa,California,All,"1, attached",54428,791,410,183,TRUE,0.020998719590268885,CA,"Yucaipa, CA"
0687042,Yucaipa,California,All,2,54428,791,349,201,TRUE,0.01787451984635083,CA,"Yucaipa, CA"
0687042,Yucaipa,California,All,3 or 4,54428,791,314,165,TRUE,0.016081946222791292,CA,"Yucaipa, CA"
0687042,Yucaipa,California,All,5 to 9,54428,791,302,167,TRUE,0.015467349551856593,CA,"Yucaipa, CA"
0687042,Yucaipa,California,All,10 to 19,54428,791,132,87,TRUE,0.0067605633802816905,CA,"Yucaipa, CA"
0687042,Yucaipa,California,All,20+,54428,791,571,184.95404834715026,TRUE,0.029244558258642767,CA,"Yucaipa, CA"
0687042,Yucaipa,California,All,Alternatives,54428,791,3998,508.2519060465981,FALSE,0.2047631241997439,CA,"Yucaipa, CA"
0803455,Arvada,Colorado,All,"1, detached",123066,239,36304,884,FALSE,0.7019877794106273,CO,"Arvada, CO"
0803455,Arvada,Colorado,All,"1, attached",123066,239,3664,388,FALSE,0.07084848016087865,CO,"Arvada, CO"
0803455,Arvada,Colorado,All,2,123066,239,846,368,TRUE,0.0163585737489365,CO,"Arvada, CO"
0803455,Arvada,Colorado,All,3 or 4,123066,239,1890,324,FALSE,0.03654574986464537,CO,"Arvada, CO"
0803455,Arvada,Colorado,All,5 to 9,123066,239,1941,345,FALSE,0.0375319050197231,CO,"Arvada, CO"
0803455,Arvada,Colorado,All,10 to 19,123066,239,3044,370,FALSE,0.05885992729522778,CO,"Arvada, CO"
0803455,Arvada,Colorado,All,20+,123066,239,3930,428.04906260848185,FALSE,0.07599195606775466,CO,"Arvada, CO"
0803455,Arvada,Colorado,All,Alternatives,123066,239,97,78.26237921249263,TRUE,0.0018756284322066672,CO,"Arvada, CO"
0804000,Aurora,Colorado,All,"1, detached",387349,52,78682,1123,FALSE,0.5326248096124556,CO,"Aurora, CO"
0804000,Aurora,Colorado,All,"1, attached",387349,52,17719,824,FALSE,0.11994584532069724,CO,"Aurora, CO"
0804000,Aurora,Colorado,All,2,387349,52,1227,342,TRUE,0.008305973938060585,CO,"Aurora, CO"
0804000,Aurora,Colorado,All,3 or 4,387349,52,5087,596,FALSE,0.034435606701641565,CO,"Aurora, CO"
0804000,Aurora,Colorado,All,5 to 9,387349,52,9553,766,FALSE,0.0646674564224065,CO,"Aurora, CO"
0804000,Aurora,Colorado,All,10 to 19,387349,52,14610,791,FALSE,0.09889998307666271,CO,"Aurora, CO"
0804000,Aurora,Colorado,All,20+,387349,52,18228,930.658369112963,FALSE,0.12339143679133525,CO,"Aurora, CO"
0804000,Aurora,Colorado,All,Alternatives,387349,52,2619,324.13731658048874,FALSE,0.017728888136740565,CO,"Aurora, CO"
0807850,Boulder,Colorado,All,"1, detached",106598,309,17920,576,FALSE,0.3849541363236021,CO,"Boulder, CO"
0807850,Boulder,Colorado,All,"1, attached",106598,309,3395,365,FALSE,0.07293076410818243,CO,"Boulder, CO"
0807850,Boulder,Colorado,All,2,106598,309,1024,289,TRUE,0.021997379218491545,CO,"Boulder, CO"
0807850,Boulder,Colorado,All,3 or 4,106598,309,3156,416,FALSE,0.06779661016949153,CO,"Boulder, CO"
0807850,Boulder,Colorado,All,5 to 9,106598,309,3741,525,FALSE,0.08036347232068054,CO,"Boulder, CO"
0807850,Boulder,Colorado,All,10 to 19,106598,309,4769,447,FALSE,0.10244677880174433,CO,"Boulder, CO"
0807850,Boulder,Colorado,All,20+,106598,309,11404,834.1828336761672,FALSE,0.24497862559343517,CO,"Boulder, CO"
0807850,Boulder,Colorado,All,Alternatives,106598,309,1142,247.50353532828578,TRUE,0.02453223346437241,CO,"Boulder, CO"
0809280,Broomfield,Colorado,All,"1, detached",73946,527,18820,425,FALSE,0.6005488544259365,CO,"Broomfield, CO"
0809280,Broomfield,Colorado,All,"1, attached",73946,527,2071,284,FALSE,0.06608590209968727,CO,"Broomfield, CO"
0809280,Broomfield,Colorado,All,2,73946,527,109,66,TRUE,0.0034782053736677515,CO,"Broomfield, CO"
0809280,Broomfield,Colorado,All,3 or 4,73946,527,515,157,TRUE,0.016433722637054057,CO,"Broomfield, CO"
0809280,Broomfield,Colorado,All,5 to 9,73946,527,1371,243,FALSE,0.0437488033697109,CO,"Broomfield, CO"
0809280,Broomfield,Colorado,All,10 to 19,73946,527,1756,277,FALSE,0.056034207671197905,CO,"Broomfield, CO"
0809280,Broomfield,Colorado,All,20+,73946,527,6000,507.2947860958163,FALSE,0.19146084625694046,CO,"Broomfield, CO"
0809280,Broomfield,Colorado,All,Alternatives,73946,527,696,147.8681845428556,TRUE,0.022209458165805093,CO,"Broomfield, CO"
0812415,Castle Rock,Colorado,All,"1, detached",74065,525,19934,561,FALSE,0.7430019754743002,CO,"Castle Rock, CO"
0812415,Castle Rock,Colorado,All,"1, attached",74065,525,1830,289,FALSE,0.06820977300682098,CO,"Castle Rock, CO"
0812415,Castle Rock,Colorado,All,2,74065,525,7,12,TRUE,2.609117000260912e-4,CO,"Castle Rock, CO"
0812415,Castle Rock,Colorado,All,3 or 4,74065,525,377,218,TRUE,0.014051958701405196,CO,"Castle Rock, CO"
0812415,Castle Rock,Colorado,All,5 to 9,74065,525,1127,295,TRUE,0.042006783704200676,CO,"Castle Rock, CO"
0812415,Castle Rock,Colorado,All,10 to 19,74065,525,1400,307,TRUE,0.052182340005218236,CO,"Castle Rock, CO"
0812415,Castle Rock,Colorado,All,20+,74065,525,1994,400.64448080561397,TRUE,0.07432256140743225,CO,"Castle Rock, CO"
0812415,Castle Rock,Colorado,All,Alternatives,74065,525,160,74.84650960465692,TRUE,0.005963696000596369,CO,"Castle Rock, CO"
0812815,Centennial,Colorado,All,"1, detached",107702,303,31307,612,FALSE,0.7467026021418179,CO,"Centennial, CO"
0812815,Centennial,Colorado,All,"1, attached",107702,303,4046,360,FALSE,0.09650106136856917,CO,"Centennial, CO"
0812815,Centennial,Colorado,All,2,107702,303,94,59,TRUE,0.0022419920337729865,CO,"Centennial, CO"
0812815,Centennial,Colorado,All,3 or 4,107702,303,547,189,TRUE,0.013046485558232165,CO,"Centennial, CO"
0812815,Centennial,Colorado,All,5 to 9,107702,303,1261,227,FALSE,0.030076084623273786,CO,"Centennial, CO"
0812815,Centennial,Colorado,All,10 to 19,107702,303,1223,225,FALSE,0.029169747418131515,CO,"Centennial, CO"
0812815,Centennial,Colorado,All,20+,107702,303,3312,425.8685243123751,FALSE,0.07899444272187374,CO,"Centennial, CO"
0812815,Centennial,Colorado,All,Alternatives,107702,303,137,97.71898484941399,TRUE,0.003267584134328714,CO,"Centennial, CO"
0816000,Colorado Springs,Colorado,All,"1, detached",479612,40,123062,1472,FALSE,0.6094109024641471,CO,"Colorado Springs, CO"
0816000,Colorado Springs,Colorado,All,"1, attached",479612,40,16794,905,FALSE,0.08316496315664369,CO,"Colorado Springs, CO"
0816000,Colorado Springs,Colorado,All,2,479612,40,2658,393,FALSE,0.013162586165913953,CO,"Colorado Springs, CO"
0816000,Colorado Springs,Colorado,All,3 or 4,479612,40,9362,742,FALSE,0.046361223357895574,CO,"Colorado Springs, CO"
0816000,Colorado Springs,Colorado,All,5 to 9,479612,40,10572,797,FALSE,0.05235322082243879,CO,"Colorado Springs, CO"
0816000,Colorado Springs,Colorado,All,10 to 19,479612,40,13480,1016,FALSE,0.06675382299342365,CO,"Colorado Springs, CO"
0816000,Colorado Springs,Colorado,All,20+,479612,40,21648,1226.8027551322177,FALSE,0.10720228191110055,CO,"Colorado Springs, CO"
0816000,Colorado Springs,Colorado,All,Alternatives,479612,40,4360,527.5187200469761,FALSE,0.021590999128436733,CO,"Colorado Springs, CO"
0816495,Commerce City,Colorado,All,"1, detached",63050,656,17161,841,FALSE,0.8022157816005984,CO,"Commerce City, CO"
0816495,Commerce City,Colorado,All,"1, attached",63050,656,1897,415,TRUE,0.08867801047120419,CO,"Commerce City, CO"
0816495,Commerce City,Colorado,All,2,63050,656,158,100,TRUE,0.007385938668661182,CO,"Commerce City, CO"
0816495,Commerce City,Colorado,All,3 or 4,63050,656,334,160,TRUE,0.015613313388182498,CO,"Commerce City, CO"
0816495,Commerce City,Colorado,All,5 to 9,63050,656,374,132,TRUE,0.017483171278982797,CO,"Commerce City, CO"
0816495,Commerce City,Colorado,All,10 to 19,63050,656,641,255,TRUE,0.029964472700074796,CO,"Commerce City, CO"
0816495,Commerce City,Colorado,All,20+,63050,656,415,163.3431969810803,TRUE,0.019399775617053104,CO,"Commerce City, CO"
0816495,Commerce City,Colorado,All,Alternatives,63050,656,412,186.4296113818832,TRUE,0.019259536275243083,CO,"Commerce City, CO"
0820000,Denver,Colorado,All,"1, detached",710800,19,145215,1792,FALSE,0.4212060563870519,CO,"Denver, CO"
0820000,Denver,Colorado,All,"1, attached",710800,19,28839,1178,FALSE,0.08364949530107901,CO,"Denver, CO"
0820000,Denver,Colorado,All,2,710800,19,8604,896,FALSE,0.024956491472328576,CO,"Denver, CO"
0820000,Denver,Colorado,All,3 or 4,710800,19,10919,933,FALSE,0.03167130757628495,CO,"Denver, CO"
0820000,Denver,Colorado,All,5 to 9,710800,19,15513,1174,FALSE,0.04499651931778629,CO,"Denver, CO"
0820000,Denver,Colorado,All,10 to 19,710800,19,27284,1599,FALSE,0.0791391112658081,CO,"Denver, CO"
0820000,Denver,Colorado,All,20+,710800,19,106968,2445.878574255067,FALSE,0.310268012530456,CO,"Denver, CO"
0820000,Denver,Colorado,All,Alternatives,710800,19,1418,297.0420845604205,TRUE,0.004113006149205244,CO,"Denver, CO"
0827425,Fort Collins,Colorado,All,"1, detached",168758,163,38702,858,FALSE,0.5324253680011005,CO,"Fort Collins, CO"
0827425,Fort Collins,Colorado,All,"1, attached",168758,163,5915,538,FALSE,0.08137295363873985,CO,"Fort Collins, CO"
0827425,Fort Collins,Colorado,All,2,168758,163,1803,412,TRUE,0.024803962030540652,CO,"Fort Collins, CO"
0827425,Fort Collins,Colorado,All,3 or 4,168758,163,4219,530,FALSE,0.058040996010455356,CO,"Fort Collins, CO"
0827425,Fort Collins,Colorado,All,5 to 9,168758,163,6328,609,FALSE,0.08705461549043884,CO,"Fort Collins, CO"
0827425,Fort Collins,Colorado,All,10 to 19,168758,163,5439,725,FALSE,0.07482459760627322,CO,"Fort Collins, CO"
0827425,Fort Collins,Colorado,All,20+,168758,163,8677,704.5565981523415,FALSE,0.11936992708763242,CO,"Fort Collins, CO"
0827425,Fort Collins,Colorado,All,Alternatives,168758,163,1607,354.7745763157219,TRUE,0.022107580134819095,CO,"Fort Collins, CO"
0831660,Grand Junction,Colorado,All,"1, detached",65918,619,18960,709,FALSE,0.63515460118589,CO,"Grand Junction, CO"
0831660,Grand Junction,Colorado,All,"1, attached",65918,619,1611,297,FALSE,0.05396804127164919,CO,"Grand Junction, CO"
0831660,Grand Junction,Colorado,All,2,65918,619,853,234,TRUE,0.028575257110314563,CO,"Grand Junction, CO"
0831660,Grand Junction,Colorado,All,3 or 4,65918,619,1899,290,FALSE,0.06361595926434625,CO,"Grand Junction, CO"
0831660,Grand Junction,Colorado,All,5 to 9,65918,619,1501,369,TRUE,0.050283072593882955,CO,"Grand Junction, CO"
0831660,Grand Junction,Colorado,All,10 to 19,65918,619,1073,298,TRUE,0.03594519446584704,CO,"Grand Junction, CO"
0831660,Grand Junction,Colorado,All,20+,65918,619,2246,432.1851455105786,FALSE,0.07524036045693612,CO,"Grand Junction, CO"
0831660,Grand Junction,Colorado,All,Alternatives,65918,619,1708,395.6121838366458,TRUE,0.057217513651133964,CO,"Grand Junction, CO"
0832155,Greeley,Colorado,All,"1, detached",107949,301,22573,752,FALSE,0.5606527246535195,CO,"Greeley, CO"
0832155,Greeley,Colorado,All,"1, attached",107949,301,2364,420,FALSE,0.058715414038050764,CO,"Greeley, CO"
0832155,Greeley,Colorado,All,2,107949,301,1486,333,TRUE,0.03690825095623665,CO,"Greeley, CO"
0832155,Greeley,Colorado,All,3 or 4,107949,301,2543,342,FALSE,0.06316129352739557,CO,"Greeley, CO"
0832155,Greeley,Colorado,All,5 to 9,107949,301,2863,375,FALSE,0.07110923451393374,CO,"Greeley, CO"
0832155,Greeley,Colorado,All,10 to 19,107949,301,2607,379,FALSE,0.0647508817247032,CO,"Greeley, CO"
0832155,Greeley,Colorado,All,20+,107949,301,3613,451.10641760010463,FALSE,0.08973722120113257,CO,"Greeley, CO"
0832155,Greeley,Colorado,All,Alternatives,107949,301,2213,357.4045327076868,FALSE,0.05496497938502807,CO,"Greeley, CO"
0836410,Highlands Ranch,Colorado,All,"1, detached",101514,334,29342,720,FALSE,0.7620309050772627,CO,"Highlands Ranch, CO"
0836410,Highlands Ranch,Colorado,All,"1, attached",101514,334,2624,274,FALSE,0.0681469938968965,CO,"Highlands Ranch, CO"
0836410,Highlands Ranch,Colorado,All,2,101514,334,36,24,TRUE,9.349435138293729e-4,CO,"Highlands Ranch, CO"
0836410,Highlands Ranch,Colorado,All,3 or 4,101514,334,1217,233,FALSE,0.03160628489806518,CO,"Highlands Ranch, CO"
0836410,Highlands Ranch,Colorado,All,5 to 9,101514,334,1993,348,FALSE,0.051759511751720555,CO,"Highlands Ranch, CO"
0836410,Highlands Ranch,Colorado,All,10 to 19,101514,334,1073,264,TRUE,0.027866510842747695,CO,"Highlands Ranch, CO"
0836410,Highlands Ranch,Colorado,All,20+,101514,334,2216,315.65329081129505,FALSE,0.05755096740683028,CO,"Highlands Ranch, CO"
0836410,Highlands Ranch,Colorado,All,Alternatives,101514,334,4,30.805843601498726,TRUE,1.0388261264770808e-4,CO,"Highlands Ranch, CO"
0843000,Lakewood,Colorado,All,"1, detached",156149,173,33478,1049,FALSE,0.46702844468004967,CO,"Lakewood, CO"
0843000,Lakewood,Colorado,All,"1, attached",156149,173,8178,735,FALSE,0.11408562699663798,CO,"Lakewood, CO"
0843000,Lakewood,Colorado,All,2,156149,173,1523,377,TRUE,0.021246320606001422,CO,"Lakewood, CO"
0843000,Lakewood,Colorado,All,3 or 4,156149,173,3132,416,FALSE,0.04369236778594646,CO,"Lakewood, CO"
0843000,Lakewood,Colorado,All,5 to 9,156149,173,6218,680,FALSE,0.08674302135792308,CO,"Lakewood, CO"
0843000,Lakewood,Colorado,All,10 to 19,156149,173,6907,648,FALSE,0.09635478425847133,CO,"Lakewood, CO"
0843000,Lakewood,Colorado,All,20+,156149,173,11562,813.464811777375,FALSE,0.1612934726504192,CO,"Lakewood, CO"
0843000,Lakewood,Colorado,All,Alternatives,156149,173,685,237.0590643700426,TRUE,0.00955596166455087,CO,"Lakewood, CO"
0845970,Longmont,Colorado,All,"1, detached",98282,351,25768,721,FALSE,0.6219797726230418,CO,"Longmont, CO"
0845970,Longmont,Colorado,All,"1, attached",98282,351,3891,398,FALSE,0.09391971807188201,CO,"Longmont, CO"
0845970,Longmont,Colorado,All,2,98282,351,563,139,TRUE,0.013589514591228367,CO,"Longmont, CO"
0845970,Longmont,Colorado,All,3 or 4,98282,351,1408,302,TRUE,0.03398585531873808,CO,"Longmont, CO"
0845970,Longmont,Colorado,All,5 to 9,98282,351,2427,347,FALSE,0.058582152598421394,CO,"Longmont, CO"
0845970,Longmont,Colorado,All,10 to 19,98282,351,2769,390,FALSE,0.06683723961476261,CO,"Longmont, CO"
0845970,Longmont,Colorado,All,20+,98282,351,3705,427.8469352467071,FALSE,0.08943010934369644,CO,"Longmont, CO"
0845970,Longmont,Colorado,All,Alternatives,98282,351,898,337.20172004306266,TRUE,0.02167563783822926,CO,"Longmont, CO"
0846465,Loveland,Colorado,All,"1, detached",76500,506,21996,811,FALSE,0.6477413275222333,CO,"Loveland, CO"
0846465,Loveland,Colorado,All,"1, attached",76500,506,3445,487,FALSE,0.10144884857765475,CO,"Loveland, CO"
0846465,Loveland,Colorado,All,2,76500,506,876,367,TRUE,0.02579657223629189,CO,"Loveland, CO"
0846465,Loveland,Colorado,All,3 or 4,76500,506,1042,247,TRUE,0.03068496377878556,CO,"Loveland, CO"
0846465,Loveland,Colorado,All,5 to 9,76500,506,1661,409,TRUE,0.04891336356675894,CO,"Loveland, CO"
0846465,Loveland,Colorado,All,10 to 19,76500,506,1950,464,TRUE,0.05742387655338948,CO,"Loveland, CO"
0846465,Loveland,Colorado,All,20+,76500,506,2477,440.25560757360034,FALSE,0.07294304729371577,CO,"Loveland, CO"
0846465,Loveland,Colorado,All,Alternatives,76500,506,511,154.9322432549145,TRUE,0.015048000471170268,CO,"Loveland, CO"
0857630,Parker,Colorado,All,"1, detached",58733,719,15025,455,FALSE,0.6982201775175426,CO,"Parker, CO"
0857630,Parker,Colorado,All,"1, attached",58733,719,1068,223,TRUE,0.04963055904084762,CO,"Parker, CO"
0857630,Parker,Colorado,All,2,58733,719,68,66,TRUE,0.003159998141177564,CO,"Parker, CO"
0857630,Parker,Colorado,All,3 or 4,58733,719,212,118,TRUE,0.009851758910730053,CO,"Parker, CO"
0857630,Parker,Colorado,All,5 to 9,58733,719,759,229,TRUE,0.03527115572284958,CO,"Parker, CO"
0857630,Parker,Colorado,All,10 to 19,58733,719,2195,460,TRUE,0.10200288117477578,CO,"Parker, CO"
0857630,Parker,Colorado,All,20+,58733,719,2178,354.46861638232514,FALSE,0.10121288163948139,CO,"Parker, CO"
0857630,Parker,Colorado,All,Alternatives,58733,719,14,37.20215047547655,TRUE,6.505878525953808e-4,CO,"Parker, CO"
0862000,Pueblo,Colorado,All,"1, detached",111430,289,35225,730,FALSE,0.7202150933366047,CO,"Pueblo, CO"
0862000,Pueblo,Colorado,All,"1, attached",111430,289,2019,377,FALSE,0.041280745874992336,CO,"Pueblo, CO"
0862000,Pueblo,Colorado,All,2,111430,289,1474,322,TRUE,0.030137602486249974,CO,"Pueblo, CO"
0862000,Pueblo,Colorado,All,3 or 4,111430,289,1552,303,FALSE,0.031732400989592915,CO,"Pueblo, CO"
0862000,Pueblo,Colorado,All,5 to 9,111430,289,1615,327,TRUE,0.03302050747306222,CO,"Pueblo, CO"
0862000,Pueblo,Colorado,All,10 to 19,111430,289,1514,291,FALSE,0.03095544787257969,CO,"Pueblo, CO"
0862000,Pueblo,Colorado,All,20+,111430,289,3966,501.27038611910837,FALSE,0.08108937005459117,CO,"Pueblo, CO"
0862000,Pueblo,Colorado,All,Alternatives,111430,289,1544,306.7278924388847,FALSE,0.031568831912326976,CO,"Pueblo, CO"
0877290,Thornton,Colorado,All,"1, detached",141799,201,31036,834,FALSE,0.6234757628718938,CO,"Thornton, CO"
0877290,Thornton,Colorado,All,"1, attached",141799,201,5234,497,FALSE,0.10514473974969364,CO,"Thornton, CO"
0877290,Thornton,Colorado,All,2,141799,201,138,109,TRUE,0.0027722533598505393,CO,"Thornton, CO"
0877290,Thornton,Colorado,All,3 or 4,141799,201,1358,439,TRUE,0.027280580164326322,CO,"Thornton, CO"
0877290,Thornton,Colorado,All,5 to 9,141799,201,2660,515,FALSE,0.05343618795074228,CO,"Thornton, CO"
0877290,Thornton,Colorado,All,10 to 19,141799,201,3598,496,FALSE,0.07227947528074087,CO,"Thornton, CO"
0877290,Thornton,Colorado,All,20+,141799,201,2944,506.7879240865946,FALSE,0.05914140501014484,CO,"Thornton, CO"
0877290,Thornton,Colorado,All,Alternatives,141799,201,2811,440.0238629892702,FALSE,0.056469595612607726,CO,"Thornton, CO"
0883835,Westminster,Colorado,All,"1, detached",115502,265,27656,710,FALSE,0.562651313246394,CO,"Westminster, CO"
0883835,Westminster,Colorado,All,"1, attached",115502,265,4768,490,FALSE,0.09700323479746913,CO,"Westminster, CO"
0883835,Westminster,Colorado,All,2,115502,265,411,194,TRUE,0.008361646288120765,CO,"Westminster, CO"
0883835,Westminster,Colorado,All,3 or 4,115502,265,1412,321,TRUE,0.02872662909690151,CO,"Westminster, CO"
0883835,Westminster,Colorado,All,5 to 9,115502,265,3317,565,FALSE,0.06748316481191383,CO,"Westminster, CO"
0883835,Westminster,Colorado,All,10 to 19,115502,265,4654,601,FALSE,0.09468394604601957,CO,"Westminster, CO"
0883835,Westminster,Colorado,All,20+,115502,265,6380,654.31261641512,FALSE,0.12979879152849266,CO,"Westminster, CO"
